Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.803;0.802;0.684;0.683;0.837;1.347;1;0.999;1;0.432;0.991;0;0.461;0.529;0.803;0;2;3.3351;0.00073;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.298;0.297;0.707;0.706;0.336;0.817;0;1;1;0;1;0;0.47;0.143;0.298;1;2;0.13273;0.00073;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.242;0.242;0.671;0.671;0.29;0.199;0.421;1;0.964;0.398;1;0.398;0.448;0.144;0.244;0;1;3.9039;0.00013;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.808;0.808;0.649;0.647;0.843;1.151;1;1;1;0;1;0;0.457;0.53;0.808;0;2;2.9814;0.00063;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.31;0.31;0.762;0.762;0.349;0.696;0;1;1;0;0;1;0.473;0.148;0.31;1;2;0.00013;0.98313;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.247;0.247;0.53;0.53;0.327;0;1;1;1;1;1;1;0.385;0.184;0.257;0;1;0.05576;0.00019;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.736;0.736;0.603;0.603;0.794;1;0;1;1;0.504;1;1;0.427;0.457;0.747;0;2;9.7933;0.00079;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.307;0.307;0.718;0.718;0.359;1;0;1;1;0.374;1;0;0.447;0.17;0.307;1;2;0.51732;0.00079;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.258;0.258;0.534;0.534;0.34;0.144;1;1;1;1;1;1;0.387;0.183;0.265;0;1;0.06606;0.00019;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.744;0.744;0.59;0.59;0.801;1.233;1;1;1;1;1;1;0.428;0.46;0.754;0;2;9.2772;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.327;0.327;0.791;0.791;0.38;1.101;0;1;1;0;1;0;0.449;0.179;0.327;1;2;0.4108;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.418;0.277;0.762;0.628;0.487;0.146;2;1;1;1;1;1;0.429;0.326;0.486;0;1;10.178;1.3119;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.716;0.716;0.638;0.638;0.78;1.261;0;1;1;1;1;1;0.425;0.547;0.788;0;2;7.1043;0.00084;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.564;0.564;0.747;0.747;0.623;3.42;0;1;1;0;1;0;0.47;0.481;0.565;1;2;0.32236;0.00084;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.486;0.486;0.553;0.553;0.575;0.152;2;1;1;1;1;1;0.416;0.383;0.56;0;1;0.04693;0.00018;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.722;0.722;0.635;0.635;0.787;1.106;1;1;1;1;1;1;0.423;0.553;0.797;0;2;6.2429;0.00074;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.59;0.59;0.706;0.706;0.649;3.038;0;1;1;0;1;0;0.469;0.499;0.59;1;2;0.26171;0.00074;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.701;0.701;0.787;0.787;0.779;0;3.858;1;1;0.482;0;1;0.453;0.553;0.702;0;1;0.02301;0.23138;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.753;0.753;0.816;0.816;0.823;1;0.532;1;1;0.545;1;0.545;0.451;0.576;0.756;0;2;3.1831;0.00106;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.789;0.789;0.824;0.824;0.841;6;0.117;1;1;0.46;1;0.46;0.471;0.516;0.794;1;2;0.27118;0.00106;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.71;0.71;0.785;0.785;0.786;0;3.73;1;1;0.484;0;1;0.454;0.561;0.71;0;1;0.01608;0.29772;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.762;0.762;0.81;0.81;0.831;1;0.628;1;1;0.633;1;0.633;0.451;0.582;0.765;0;2;2.168;0.0009;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.804;0.804;0.807;0.807;0.854;5;0.144;1;1;0.523;1;0.523;0.472;0.528;0.809;1;2;0.2348;0.0009;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.73;0.73;0.59;0.59;0.789;0;4.05;1;1;0.484;0;1;0.45;0.73;0.752;0;1;0.00673;0.14343;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.738;0.738;0.632;0.632;0.79;1;0.477;1;1;0.439;1;0.439;0.445;0.737;0.757;0;2;4.1869;0.00089;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.835;0.835;0.727;0.727;0.866;7;0.109;1;1;0.358;1;0.358;0.478;0.806;0.835;1;2;0.37736;0.00089;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.714;0.616;0.751;0.725;0.767;0.161;3.664;0.93;0.985;0.536;0.573;0.892;0.449;0.713;0.735;0;1;4.788;0.83555;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.742;0.742;0.593;0.593;0.795;1.115;0.566;1;0.979;0.489;1;0.489;0.442;0.742;0.762;0;2;4.1813;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.846;0.846;0.747;0.747;0.876;5.684;0.135;1;0.99;0.368;1;0.368;0.479;0.813;0.846;1;2;0.34598;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.268;0.268;0.675;0.675;0.346;0.151;0.79;0.916;1;0.573;0.573;1;0.441;0.192;0.268;0;1;0.0069;0.18911;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.749;0.748;0.77;0.769;0.809;1.321;0.495;0.999;0.977;0.498;0.994;0.499;0.453;0.518;0.754;0;2;3.2932;0.00092;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.356;0.355;0.744;0.743;0.414;1.439;0.119;0.999;0.975;0.51;0.995;0.512;0.454;0.185;0.356;1;2;0.28617;0.00092;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.281;0.281;0.67;0.67;0.361;0.161;0.81;0.948;1;0.718;0.718;1;0.445;0.195;0.282;0;1;0.00352;0.04958;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.764;0.763;0.76;0.759;0.822;1.112;0.608;0.999;0.982;0.556;0.992;0.558;0.454;0.523;0.768;0;2;2.7281;0.0008;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.371;0.37;0.771;0.768;0.431;1.232;0.151;1;0.988;0.658;0.996;0.659;0.456;0.191;0.371;1;2;0.07989;0.0008;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.454;0.308;0.752;0.632;0.52;0.125;2.168;0.928;0.956;0.581;0.65;0.847;0.436;0.376;0.469;0;1;10.757;1.208;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.756;0.753;0.585;0.57;0.807;1.042;0.626;0.991;0.981;0.54;0.953;0.555;0.434;0.559;0.793;0;2;6.9235;0.00069;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.595;0.59;0.761;0.768;0.65;3.596;0.118;0.999;0.993;0.389;0.99;0.39;0.472;0.429;0.595;1;2;0.37456;0.00069;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.469;0.32;0.759;0.641;0.535;0.131;2.193;0.932;0.96;0.588;0.655;0.852;0.439;0.385;0.485;0;1;9.868;1.198;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.762;0.762;0.581;0.581;0.814;0.864;0.767;1;0.985;0.594;1;0.594;0.436;0.565;0.8;0;2;5.5565;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.616;0.616;0.76;0.76;0.67;3.018;0.149;1;0.993;0.382;1;0.382;0.474;0.44;0.616;1;2;0.31149;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.277;0.102;0.739;0.309;0.345;0.149;0.799;0.924;0.858;0.648;0.786;0.787;0.389;0.184;0.291;0;1;16.085;2.5013;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.749;0.748;0.629;0.624;0.809;1.363;0.481;0.997;0.975;0.529;0.985;0.533;0.428;0.503;0.765;0;2;8.4153;0.00084;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.433;0.432;0.737;0.737;0.505;2.224;0.115;0.999;0.985;0.398;0.997;0.398;0.436;0.279;0.433;1;2;0.7131;0.00084;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.379;0.379;0.516;0.516;0.491;0.156;1.542;1;1;1;1;1;0.382;0.258;0.386;0;1;0.03722;0.00019;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.753;0.751;0.614;0.607;0.813;1.132;0.584;0.994;0.98;0.551;0.973;0.56;0.427;0.509;0.77;0;2;8.2457;0.00072;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.455;0.452;0.78;0.783;0.527;1.937;0.143;0.999;0.989;0.411;0.996;0.411;0.44;0.292;0.455;1;2;0.67152;0.00072;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.352;0.272;0.792;0.755;0.409;0.157;1.066;0.954;0.988;0.595;0.635;0.904;0.447;0.339;0.364;0;1;2.9155;0.37838;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.766;0.765;0.71;0.709;0.816;1.082;0.615;1;0.984;0.454;0.997;0.454;0.447;0.719;0.806;0;2;2.9838;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.411;0.411;0.756;0.757;0.463;1.588;0.135;1;0.988;0.396;0.998;0.396;0.465;0.348;0.412;1;2;0.15667;0.0007;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.363;0.281;0.788;0.749;0.422;0.162;1.099;0.951;0.987;0.592;0.634;0.899;0.446;0.352;0.38;0;1;3.1096;0.43741;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.771;0.771;0.705;0.705;0.82;0.908;0.741;1;0.987;0.508;1;0.508;0.446;0.721;0;0;2;2.5973;0.00061;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.436;0.436;0.737;0.737;0.489;1.411;0.17;1;0.992;0.503;1;0.503;0.466;0.365;0.437;1;2;0.07964;0.00061;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.433;0.333;0.763;0.753;0.488;0.157;1.511;0.931;0.98;0.55;0.583;0.907;0.449;0.289;0.434;0;1;3.9075;0.69016;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.756;0.756;0.622;0.619;0.802;1.295;0.496;0.999;0.981;0.483;0.992;0.485;0.452;0.495;0.759;0;2;2.9976;0.00069;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.507;0.506;0.721;0.722;0.557;2.796;0.111;1;0.981;0.335;0.998;0.335;0.475;0.276;0.507;1;2;0.28786;0.00069;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.467;0.467;0.526;0.526;0.534;0.162;1.757;1;1;1;1;1;0.442;0.315;0.468;0;1;0.00773;0.0001;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.761;0.679;0.758;0.733;0.804;1.096;0.589;0.947;0.988;0.572;0.64;0.845;0.453;0.491;0.763;0;2;4.7206;0.71256;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.521;0.521;0.732;0.732;0.571;2.334;0.14;1;0.989;0.345;1;0.345;0.474;0.281;0.522;1;2;0.25562;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.262;0.262;0.737;0.737;0.32;0.192;0.532;1;0.977;0.435;1;0.435;0.447;0.245;0.269;0;1;3.2273;0.00013;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.787;0.787;0.736;0.736;0.836;1.237;0.566;1;0.984;0.47;1;0.47;0.45;0.628;0.806;0;2;2.772;0.00078;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.329;0.329;0.816;0.816;0.377;0.921;0.155;0.98;1;0.375;0.375;1;0.462;0.233;0.332;1;2;0.00013;1.204;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.272;0.272;0.743;0.744;0.33;0.203;0.538;1;0.978;0.422;0.998;0.423;0.448;0.251;0.278;0;1;3.5641;0.00014;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.79;0.788;0.748;0.745;0.84;1.039;0.679;0.999;0.99;0.517;0.988;0.52;0.45;0.629;0.809;0;2;2.4786;0.00067;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.344;0.344;0.812;0.814;0.392;0.777;0.197;0.978;1;0.333;0.333;1;0.465;0.237;0.346;1;2;0.00014;2.2287;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.663;0.663;0.715;0.715;0.73;0.123;4.341;0.89;1;0.374;0.374;1;0.438;0.428;0.686;0;1;0.00398;0.26375;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.74;0.74;0.726;0.726;0.794;0.906;0.697;1;0.987;0.48;1;0.48;0.439;0.467;0.77;0;2;2.5239;0.00066;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.756;0.756;0.777;0.777;0.8;5.203;0.123;1;0.986;0.346;1;0.346;0.475;0.479;0.756;1;2;0.34575;0.00066;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.675;0.675;0.698;0.698;0.742;0.129;4.276;0.882;1;0.449;0.449;1;0.436;0.437;0.697;0;1;0.00572;0.11494;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.748;0.746;0.712;0.706;0.802;0.784;0.82;0.997;0.991;0.556;0.968;0.566;0.437;0.474;0.778;0;2;2.922;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.772;0.769;0.789;0.798;0.813;4.395;0.15;1;0.989;0.361;0.997;0.361;0.476;0.487;0.772;1;2;0.30484;0.00059;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.669;0.669;0.717;0.717;0.741;0.142;3.881;0.904;1;0.518;0.518;1;0.451;0.502;0.671;0;1;0.00298;0.10482;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.747;0.747;0.748;0.748;0.806;1.334;0.487;1;0.985;0.459;1;0.459;0.452;0.564;0.756;0;2;4.0062;0.0009;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.751;0.751;0.804;0.804;0.799;6.446;0.099;1;0.985;0.385;1;0.385;0.473;0.487;0.753;1;2;0.30792;0.0009;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.676;0.676;0.715;0.715;0.747;0.151;3.703;0.914;1;0.563;0.563;1;0.451;0.506;0.677;0;1;0.00562;0.0578;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.761;0.761;0.745;0.745;0.817;1.181;0.565;1;0.988;0.486;1;0.486;0.453;0.571;0.768;0;2;3.6299;0.00081;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.768;0.768;0.815;0.815;0.813;5.456;0.121;1;0.989;0.387;1;0.387;0.473;0.494;0.77;1;2;0.2577;0.00081;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.687;0.687;0.692;0.692;0.752;0.16;3.531;0.885;1;0.393;0.393;1;0.44;0.652;0.708;0;1;0.00257;0.27343;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.756;0.756;0.718;0.718;0.804;1.3;0.498;1;0.982;0.405;1;0.405;0.439;0.681;0.782;0;2;3.1152;0.00074;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.792;0.792;0.769;0.769;0.83;5.933;0.116;1;0.99;0.341;1;0.341;0.47;0.659;0.792;1;2;0.42496;0.00074;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.703;0.703;0.669;0.669;0.768;0.166;3.561;0.882;1;0.486;0.486;1;0.435;0.658;0.725;0;1;0.00804;0.11942;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.756;0.756;0.69;0.69;0.807;1.105;0.589;1;0.978;0.465;1;0.465;0.435;0.681;0.78;0;2;3.4284;0.00065;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.813;0.813;0.776;0.776;0.849;5.066;0.142;1;0.985;0.346;1;0.346;0.472;0.674;0.813;1;2;0.36031;0.00065;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.531;0.531;0.613;0.613;0.615;0.115;3.301;0.931;1;0.713;0.713;1;0.452;0.53;0.554;0;1;0.03383;0.02646;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.784;0.784;0.672;0.672;0.835;0.853;0.816;1;0.991;0.524;1;0.524;0.445;0.784;0.807;0;2;5.3147;0.00071;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.582;0.582;0.783;0.783;0.644;3.315;0.125;1;0.992;0.371;1;0.371;0.472;0.517;0.582;1;2;0.44307;0.00071;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.547;0.547;0.615;0.615;0.63;0.123;3.236;0.955;1;0.805;0.805;1;0.453;0.545;0.565;0;1;0.03724;0.00993;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.784;0.784;0.662;0.662;0.836;0.74;0.944;1;0.989;0.596;1;0.596;0.446;0.784;0.809;0;2;4.1853;0.00733;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.607;0.607;0.76;0.76;0.668;2.888;0.155;1;0.987;0.389;1;0.389;0.474;0.537;0.607;1;2;0.35085;0.00733;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.363;0.363;0.568;0.568;0.435;0.155;1.222;0.898;1;0.514;0.514;1;0.414;0.223;0.367;0;1;0.00477;0.19854;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.735;0.735;0.697;0.697;0.786;1.151;0.536;1;0.985;0.389;1;0.389;0.44;0.415;0.761;0;2;4.0322;0.00075;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.409;0.409;0.76;0.76;0.463;1.773;0.121;1;0.992;0.389;1;0.389;0.445;0.206;0.41;1;2;0.6042;0.00075;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.371;0.371;0.568;0.568;0.445;0.165;1.205;0.913;1;0.597;0.597;1;0.416;0.22;0.373;0;1;0.00775;0.12321;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.744;0.744;0.684;0.683;0.795;1.01;0.626;0.999;0.982;0.436;0.992;0.437;0.44;0.417;0.768;0;2;3.5779;0.00065;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.43;0.43;0.676;0.674;0.484;1.557;0.151;0.999;0.987;0.422;0.995;0.423;0.447;0.215;0.431;1;2;0.47257;0.00065;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.189;0.189;0.725;0.725;0.235;0.241;0.23;1;0.907;0.291;1;0.291;0.442;0.142;0.208;0;1;8.3083;0.00014;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.765;0.765;0.706;0.705;0.817;1.443;0.462;0.999;0.981;0.466;0.994;0.468;0.454;0.585;0.767;0;2;3.5288;0.0008;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.281;0.281;0.785;0.785;0.318;0.589;0.172;0.963;1;0.304;0.304;1;0.462;0.137;0.287;1;2;0.00014;3.6725;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.194;0.194;0.73;0.73;0.241;0.257;0.225;1;0.899;0.287;1;0.287;0.444;0.15;0.213;0;1;8.5637;0.00014;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.77;0.77;0.703;0.703;0.82;1.236;0.544;1;0.988;0.483;1;0.483;0.456;0.585;0.771;0;2;3.4057;0.00069;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.291;0.291;0.774;0.774;0.328;0.49;0.22;0.954;1;0.283;0.283;1;0.464;0.142;0.297;1;2;0.00014;4.6764;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.75;0.75;0.707;0.707;0.813;0.144;4.596;0.877;1;0.452;0.452;1;0.436;0.655;0.772;0;1;0.005;0.13094;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.765;0.762;0.731;0.727;0.82;1.502;0.447;0.999;0.981;0.477;0.986;0.481;0.435;0.667;0.805;0;2;3.9108;0.00096;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.849;0.847;0.809;0.817;0.883;8.507;0.092;1;0.991;0.381;0.997;0.381;0.473;0.695;0.85;1;2;0.31651;0.00096;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.754;0.754;0.683;0.683;0.818;0.156;4.278;0.891;1;0.541;0.541;1;0.434;0.66;0.777;0;1;0.00523;0.06996;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.774;0.772;0.71;0.708;0.828;1.299;1;1;1;1;1;1;0.434;0.674;0.812;0;2;3.6434;0.00082;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.863;0.862;0.811;0.813;0.894;6.842;0;1;0.987;0.387;1;0.387;0.475;0.702;0.863;1;2;0.26964;0.00082;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.17;0.169;0.7;0.701;0.229;0.238;0.22;1;0.844;0.31;0.998;0.31;0.418;0.103;0.173;0;1;7.4275;0.00015;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.701;0.701;0.712;0.712;0.767;1.496;0.393;1;0.976;0.446;1;0.446;0.431;0.455;0.726;0;2;3.798;0.0008;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.287;0.286;0.815;0.817;0.334;0.68;0.164;0.981;1;0.349;0.349;1;0.462;0.125;0.287;1;2;0.00015;1.5692;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.172;0.172;0.704;0.704;0.232;0.25;0.215;1;0.845;0.297;1;0.297;0.418;0.104;0.178;0;1;7.2842;0.00015;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Red;0;0.703;0.703;0.671;0.671;0.77;1.248;0.476;1;0.971;0.477;1;0.477;0.43;0.453;0.733;0;2;3.0123;0.00068;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Green/Red;0;0.308;0.308;0.801;0.801;0.353;0.563;0.222;0.972;1;0.311;0.311;1;0.464;0.129;0.308;1;2;0.00015;3.6831;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
Negative Prop-Tyr;Blue/Green;0;0.283;0.282;0.732;0.732;0.346;0.24;0.498;1;0.966;0.431;0.998;0.431;0.434;0.232;0.283;0;1;4.5811;0.00013;0;0;-;-;No Fluorophore;Prop-Tyr;;;;;;
