Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.772;0.692;0.793;0.787;0.81;0.398;2;0.938;1;0.576;0.601;1;0.447;0.447;0.776;0;2;13.678;1.7023;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.509;0.509;0.564;0.564;0.577;3.745;0;1;1;0;1;0;0.387;0.332;0.511;1;2;2.7772;0.00077;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.564;0.564;0.293;0.293;0.699;0.061;8.03;1;1;1;1;1;0.342;0.353;0.575;0;1;0.00272;0.03084;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.727;0.333;0.911;0.381;0.769;0.484;1;1;1;1;1;1;0.465;0.404;0.732;0;2;59.508;4.5124;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.525;0.524;0.572;0.571;0.59;3.405;0;1;1;0;1;0;0.392;0.338;0.525;1;2;2.3033;0.00068;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.771;0.771;0.512;0.512;0.815;0;7;1;1;0.698;1;1;0.408;0.684;0.814;0;1;0.01059;1.5743;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.783;0.713;0.771;0.74;0.811;0;1;1;1;0.586;1;1;0.441;0.704;0.836;0;2;7.9867;1.0954;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.721;0.613;0.728;0.733;0.751;4;0;1;1;0.524;1;1;0.461;0.72;0.767;1;2;3.1196;4.7004;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.772;0.772;0.528;0.528;0.818;0.1;7;1;1;1;1;1;0.403;0.687;0.813;0;1;0.00872;1.4562;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.79;0.739;0.725;0.725;0.817;0.454;1;1;1;1;1;1;0.44;0.709;0.847;0;2;8.0009;0.68337;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.743;0.65;0.713;0.729;0.771;3.463;0;1;1;1;1;1;0.46;0.725;0.779;1;2;2.9885;3.7038;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.561;0.383;0.764;0.554;0.625;0.059;7;1;1;1;1;1;0.409;0.513;0.565;0;1;29.98;3.7861;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.766;0.766;0.745;0.745;0.819;0.319;2;1;1;0;1;0;0.43;0.709;0.776;0;2;4.3596;0.00081;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.521;0.327;0.794;0.593;0.586;2.605;0;1;1;1;1;1;0.437;0.491;0.584;1;2;3.7084;6.1126;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.57;0.384;0.777;0.566;0.633;0.063;6;1;1;1;1;1;0.414;0.519;0.576;0;1;30.002;3.667;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.776;0.776;0.725;0.725;0.826;0.282;2;1;1;1;1;1;0.432;0.715;0.787;0;2;4.4171;0.00073;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.543;0.347;0.804;0.61;0.606;2.253;0;1;1;1;1;1;0.442;0.499;0.599;1;2;3.5122;5.2804;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.637;0.448;0.676;0.44;0.683;0;9.511;1;1;0.533;1;0.727;0.394;0.446;0.642;0;1;52.517;5.3403;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.823;0.75;0.835;0.821;0.858;0;2.098;1;1;0.652;1;0.909;0.454;0.525;0.823;0;2;6.4895;0.82275;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.527;0.292;0.663;0.373;0.588;4;0.092;1;1;0.512;1;0.771;0.407;0.335;0.528;1;2;4.951;14.93;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.668;0.492;0.685;0.477;0.712;0;9.33;1;1;0.54;1;0.714;0.397;0.467;0.672;0;1;43.604;4.8757;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.829;0.761;0.832;0.827;0.862;0;2.219;1;1;0.64;1;0.916;0.455;0.529;0.829;0;2;5.6545;0.64053;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.566;0.343;0.678;0.423;0.623;3;0.112;1;1;0.522;1;0.786;0.412;0.352;0.567;1;2;4.5644;11.899;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.654;0.463;0.763;0.502;0.714;0;8.557;1;1;0.646;1;0.812;0.399;0.588;0.655;0;1;48.208;4.8374;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.748;0.682;0.817;0.772;0.808;0;2.079;1;1;0.618;1;0.931;0.434;0.708;0.764;0;2;10.577;0.41986;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.54;0.538;0.592;0.589;0.628;3;0.114;1;1;0.43;1;0.432;0.428;0.54;0.622;1;2;3.6602;0.00089;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.679;0.486;0.772;0.518;0.737;0.063;8.64;0.842;0.975;0.653;0.767;0.814;0.406;0.603;0.682;0;1;48.191;5.1894;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.756;0.697;0.799;0.77;0.815;0.281;2.362;0.951;0.999;0.577;0.603;0.931;0.436;0.713;0.774;0;2;9.5381;0.59652;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.539;0.275;0.786;0.482;0.62;2.838;0.136;0.957;0.935;0.654;0.725;0.87;0.43;0.539;0.615;1;2;4.7372;7.1326;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.729;0.564;0.748;0.59;0.776;0.054;11.147;0.869;0.951;0.601;0.76;0.742;0.411;0.511;0.734;0;1;44.38;4.9648;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.834;0.829;0.747;0.745;0.87;0.425;1.782;0.998;0.996;0.509;0.955;0.521;0.45;0.562;0.838;0;2;9.0862;0.00078;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.64;0.434;0.752;0.571;0.699;5.296;0.092;0.922;0.942;0.588;0.653;0.856;0.431;0.425;0.649;1;2;4.7042;12.823;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.759;0.759;0.511;0.511;0.849;0.069;10.499;1;1;1;1;1;0.373;0.537;0.76;0;1;0.13653;0.04008;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.843;0.784;0.838;0.828;0.876;0.396;1.94;0.975;0.998;0.652;0.696;0.911;0.45;0.564;0.846;0;2;10.866;0.60557;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.667;0.469;0.762;0.595;0.722;4.974;0.105;0.927;0.948;0.598;0.661;0.861;0.434;0.435;0.671;1;2;3.9963;10.507;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.199;0.092;0.637;0.297;0.235;0.054;1.023;0.706;0.957;0.508;0.618;0.74;0.375;0.132;0.203;0;1;47.77;5.7114;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.761;0.758;0.765;0.764;0.809;0.415;1.577;0.999;0.998;0.508;0.984;0.512;0.441;0.53;0.762;0;2;5.3587;0.00086;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.238;0.147;0.663;0.397;0.271;0.698;0.106;0.918;0.857;0.515;0.608;0.77;0.412;0.123;0.242;1;2;5.0964;13.83;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.19;0.084;0.63;0.284;0.225;0.057;0.887;0.706;0.951;0.502;0.621;0.724;0.374;0.123;0.193;0;1;46.739;6.1862;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.773;0.771;0.767;0.763;0.819;0.391;1.715;1;0.996;0.56;0.988;0.564;0.442;0.536;0.773;0;2;4.0335;0.00076;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.239;0.152;0.653;0.386;0.272;0.595;0.124;0.908;0.854;0.503;0.592;0.771;0.408;0.117;0.243;1;2;5.5389;13.114;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.17;0.046;0.612;0.327;0.212;0.053;0.846;0.692;0.945;0.475;0.574;0.735;0.359;0.125;0.17;0;1;31.683;3.9271;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.816;0.816;0.795;0.795;0.854;0.523;1.395;1;0.996;0.447;1;0.447;0.444;0.612;0.818;0;2;6.072;0.00093;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.208;0.099;0.63;0.302;0.245;0.64;0.094;0.925;0.786;0.499;0.639;0.694;0.401;0.135;0.214;1;2;3.6175;11.997;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.171;0.045;0.613;0.33;0.213;0.06;0.751;0.703;0.936;0.477;0.584;0.722;0.365;0.128;0.171;0;1;31.622;4.7809;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.822;0.749;0.868;0.828;0.858;0.462;1.593;0.984;0.998;0.724;0.788;0.9;0.443;0.614;0.824;0;2;5.7632;0.61343;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.22;0.114;0.631;0.322;0.257;0.527;0.125;0.916;0.8;0.495;0.617;0.714;0.405;0.137;0.225;1;2;4.4047;11.158;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.377;0.257;0.735;0.593;0.424;0.097;1.851;0.876;0.963;0.584;0.747;0.728;0.42;0.321;0.378;0;1;23.108;4.6647;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.837;0.837;0.757;0.757;0.869;0.504;1.499;1;0.99;0.462;1;0.462;0.447;0.744;0.861;0;2;5.9622;0.00077;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.357;0.232;0.759;0.618;0.406;1.078;0.153;0.952;0.955;0.593;0.664;0.848;0.442;0.333;0.377;1;2;4.4294;7.5478;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.366;0.238;0.743;0.593;0.413;0.102;1.665;0.877;0.963;0.593;0.753;0.737;0.423;0.314;0.367;0;1;23.588;5.3506;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.846;0.844;0.748;0.745;0.877;0.462;1.665;1;0.992;0.505;0.994;0.506;0.447;0.749;0.871;0;2;5.2128;0.00067;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.368;0.243;0.762;0.628;0.416;0.928;0.186;0.948;0.955;0.592;0.652;0.865;0.445;0.333;0.384;1;2;5.0072;7.4787;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.583;0.455;0.521;0.303;0.65;0.045;9.296;0.78;0.817;0.398;0.705;0.478;0.343;0.427;0.604;0;1;39.01;4.3691;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.769;0.694;0.76;0.727;0.808;0.433;1.511;0.889;0.997;0.553;0.583;0.914;0.438;0.512;0.791;0;2;17.528;2.3441;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.466;0.271;0.586;0.342;0.531;4.13;0.068;0.815;0.826;0.416;0.464;0.799;0.383;0.42;0.531;1;2;4.8727;18.993;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.595;0.595;0.521;0.521;0.763;0.074;7.858;1;1;1;1;1;0.23;0.449;0.618;0;1;0.00251;0.00285;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.774;0.704;0.75;0.729;0.813;0.406;1.628;0.882;0.997;0.533;0.56;0.917;0.436;0.512;0.797;0;2;16.042;2.1317;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.478;0.286;0.565;0.317;0.543;3.674;0.08;0.789;0.816;0.398;0.445;0.79;0.372;0.414;0.522;1;2;5.2849;17.175;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.636;0.636;0.42;0.42;0.733;0.067;8.055;1;1;1;1;1;0.255;0.344;0.652;0;1;0.00617;0.02433;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.857;0.857;0.705;0.705;0.879;0.556;1.392;1;0.994;0.426;0.995;0.426;0.459;0.442;0.869;0;2;6.407;0.00068;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.507;0.313;0.617;0.411;0.558;5.405;0.058;0.821;0.872;0.434;0.481;0.816;0.4;0.316;0.518;1;2;4.553;21.006;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.629;0.629;0.418;0.418;0.737;0.073;7.418;1;1;1;1;1;0.248;0.331;0.648;0;1;0.0152;0.0515;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.832;0.591;0.912;0.618;0.855;0.664;1.101;0.973;0.988;0.833;0.95;0.871;0.475;0.403;0.849;0;2;45.771;5.1019;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.521;0.331;0.608;0.413;0.573;4.724;0.069;0.802;0.868;0.423;0.467;0.816;0.395;0.317;0.523;1;2;4.7965;18.039;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.61;0.61;0.467;0.467;0.724;0.09;5.814;1;1;1;1;1;0.388;0.333;0.616;0;1;0.00658;0.06073;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.821;0.821;0.78;0.78;0.855;0.45;1.627;1;0.996;0.439;1;0.439;0.45;0.548;0.822;0;2;5.5154;0.00075;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.513;0.363;0.717;0.587;0.57;2.626;0.124;0.937;0.943;0.547;0.625;0.813;0.439;0.296;0.529;1;2;3.7194;5.7506;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.617;0.617;0.466;0.466;0.73;0.096;5.559;1;1;1;1;1;0.385;0.337;0.624;0;1;0.01142;0.04746;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.835;0.835;0.778;0.778;0.866;0.406;1.849;1;0.997;0.449;1;0.449;0.451;0.557;0.836;0;2;4.3728;0.00063;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.53;0.384;0.712;0.598;0.586;2.335;0.147;0.925;0.947;0.533;0.596;0.834;0.438;0.301;0.539;1;2;3.8441;5.1467;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.571;0.571;0.506;0.506;0.67;0.062;7.218;1;1;1;1;1;0.411;0.472;0.572;0;1;0.00799;0.02857;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.853;0.853;0.776;0.776;0.885;0.131;5.981;1;0.984;0.551;1;0.551;0.447;0.64;0.863;0;2;3.8755;0.00034;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.53;0.375;0.784;0.688;0.581;0.905;0.374;0.968;0.963;0.617;0.693;0.849;0.458;0.382;0.539;1;2;2.3669;3.0402;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.542;0.411;0.756;0.683;0.594;0.063;5.624;0.889;0.976;0.596;0.734;0.76;0.423;0.44;0.543;0;1;25.743;2.902;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.856;0.856;0.79;0.789;0.887;0.142;5.545;1;0.99;0.537;1;0.537;0.448;0.643;0.866;0;2;3.991;0.00034;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.534;0.381;0.781;0.692;0.585;0.911;0.376;0.965;0.963;0.611;0.683;0.852;0.457;0.382;0.543;1;2;2.8126;3.1957;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.386;0.386;0.526;0.526;0.528;0.124;2.252;1;1;1;1;1;0.357;0.285;0.412;0;1;0.00219;0.00107;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.834;0.754;0.791;0.724;0.863;1.299;0.573;0.94;0.987;0.642;0.769;0.795;0.445;0.654;0.867;0;2;23.734;3.8653;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.154;0.11;0.355;0.285;0.17;1.086;0.027;0.999;0.223;0.129;0.996;0.129;0.352;0.118;0.154;1;2;18.05;3.9584;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.375;0.375;0.539;0.539;0.516;0.129;2.064;1;1;1;1;1;0.359;0.281;0.401;0;1;0.00208;0.00105;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.835;0.756;0.789;0.73;0.864;1.028;0.725;0.932;0.99;0.633;0.721;0.838;0.443;0.656;0.868;0;2;21.035;3.2209;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.366;0.27;0.688;0.58;0.408;1.549;0.107;0.913;0.94;0.502;0.553;0.844;0.434;0.288;0.366;1;2;3.6328;9.4564;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.434;0.434;0.382;0.382;0.606;0.167;2.208;1;1;1;1;1;0.319;0.231;0.44;0;1;0.00735;0.06496;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.871;0.871;0.72;0.72;0.896;1.076;0.747;1;0.993;0.431;1;0.431;0.464;0.566;0.872;0;2;4.1373;0.00119;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.305;0.077;0.703;0.16;0.345;1.331;0.089;0.909;0.744;0.581;0.755;0.716;0.42;0.153;0.334;1;2;10.21;46.434;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.433;0.433;0.394;0.394;0.618;0.171;2.239;1;1;1;1;1;0.327;0.232;0.44;0;1;0.00718;0.08234;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.869;0.868;0.714;0.711;0.895;0.856;0.935;0.999;0.994;0.521;0.987;0.524;0.461;0.565;0.87;0;2;5.3455;0.00092;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.309;0.085;0.718;0.198;0.348;1.05;0.116;0.918;0.759;0.595;0.769;0.725;0.423;0.154;0.331;1;2;9.8623;34.448;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.708;0.708;0.508;0.508;0.832;0.103;6.686;1;1;1;1;1;0.326;0.564;0.727;0;1;0.34635;0.6717;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.803;0.803;0.675;0.675;0.841;0.592;1.197;1;0.994;0.534;1;0.534;0.44;0.613;0.839;0;2;15.959;0.00078;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.629;0.629;0.541;0.541;0.699;5.747;0.085;1;0.956;0.499;1;0.499;0.389;0.579;0.644;1;2;5.8919;0.00078;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.698;0.558;0.663;0.492;0.748;0.075;7.455;0.858;0.888;0.514;0.771;0.607;0.392;0.543;0.722;0;1;37.207;7.0276;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.799;0.744;0.778;0.773;0.837;0.538;1.304;0.914;0.998;0.549;0.569;0.939;0.438;0.609;0.841;0;2;16.963;0.97584;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.645;0.645;0.537;0.537;0.713;4.996;0.102;1;0.956;0.505;1;0.505;0.388;0.58;0.652;1;2;5.7363;0.00066;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.749;0.749;0.563;0.563;0.802;0.117;5.478;0.938;1;0.697;0.697;1;0.431;0.442;0.782;0;1;0.01463;1.5742;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.865;0.865;0.738;0.738;0.89;1.109;0.715;1;0.991;0.381;1;0.381;0.456;0.538;0.887;0;2;5.5986;0.00122;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.696;0.532;0.812;0.708;0.739;6.026;0.091;0.969;0.981;0.65;0.706;0.89;0.468;0.458;0.697;1;2;3.2302;10.756;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.75;0.75;0.553;0.553;0.806;0.124;5.252;0.934;1;0.724;0.724;1;0.425;0.443;0.78;0;1;0.01171;1.6172;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.865;0.862;0.713;0.711;0.891;0.954;0.831;0.999;0.991;0.443;0.972;0.449;0.455;0.539;0.888;0;2;5.7596;0.00097;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.705;0.551;0.802;0.716;0.747;4.995;0.112;0.961;0.981;0.631;0.682;0.895;0.465;0.456;0.705;1;2;3.3796;8.9855;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.718;0.718;0.515;0.515;0.822;0.067;10.08;0.906;1;0.757;0.757;1;0.283;0.451;0.748;0;1;0.00245;5.413;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.827;0.757;0.796;0.784;0.857;0.513;1.431;0.915;0.997;0.583;0.6;0.954;0.445;0.432;0.865;0;2;20.227;3.5722;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.692;0.516;0.72;0.612;0.734;5.174;0.104;0.853;0.962;0.518;0.546;0.91;0.421;0.386;0.694;1;2;9.292;25.847;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.741;0.706;0.478;0.342;0.804;0.07;9.242;0.893;1;0.464;0.722;1;0.323;0.444;0.771;0;1;17.095;6.1818;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.83;0.758;0.797;0.786;0.86;0.451;2;1;1;1;1;1;0.444;0.435;0.871;0;2;19.595;3.4431;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.722;0.543;0.747;0.64;0.76;4.515;0;1;0.968;0.553;1;0.918;0.432;0.398;0.724;1;2;8.8627;21.314;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.436;0.277;0.753;0.499;0.486;0.069;3.437;0.825;0.976;0.622;0.736;0.802;0.411;0.238;0.442;0;1;35.213;4.3182;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.787;0.706;0.849;0.81;0.83;0.41;1.681;0.976;0.999;0.68;0.722;0.921;0.445;0.478;0.79;0;2;7.4604;0.48375;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.411;0.269;0.749;0.617;0.468;1.82;0.12;0.948;0.95;0.579;0.649;0.843;0.444;0.196;0.413;1;2;3.5887;6.1637;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.424;0.265;0.754;0.497;0.474;0.07;3.199;0.827;0.976;0.625;0.741;0.8;0.412;0.23;0.429;0;1;32.708;4.1185;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.801;0.744;0.83;0.826;0.842;0.363;1.955;0.975;0.999;0.625;0.655;0.931;0.445;0.488;0.806;0;2;6.1443;0.25961;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
